PLAN,ISIN,VALOR,CUPON,FEC_VTO,VC_ACTUAL,NOM,TYPEB,SECTOR,RATING,VM,CUPON_CORRIDO,CALL,TIPO_PRODUCTO,TIR_MDO,DUR,TirContable,Frecuencia,PRECIO,EMISOR,PAIS,TIPO_CUPON,SENIORITY
u228,XS1557095616,"DTEL_FIN 1,375% 30/01/2027",1.38,1/30/2027,"2,011,744.67","2,000,000.00",B,CAH,BBB+,2172460,25245.9,N,40,0.16,5.828,1.27,1.00,108.62,Deutsche Telekom AG,DE,Fixed excl,SENIOR UNSECURED
u228,XS1003251441,"MONDELEZ 2,375% 26/01/2021",2.38,1/26/2021,"2,002,778.89","2,000,000.00",B,CAD,BBB,2003080,44125.68,N,40,36.17,0.068,0.41,1.00,100.15,Mondelez International,US,Fixed excl,SENIOR UNSECURED
u228,XS1551068676,"ENI 1,5% 17/01/27",1.50,1/17/2027,"2,020,656.79","2,000,000.00",B,CAE,A-,2163360,28451.09,N,40,0.37,5.769,1.32,1.00,108.17,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u229,,Fiduciary depositJP_MORGAN31.12.2040,0.00,12/31/2040,"3,130,147.14","5,182,289.48",B,CCA,A-,4648697.07,0,,54AL01,1.17,9.515,6.16,,0.00,JP Morgan Chase Bank NA,US,Zero bonds,SENIOR UNSECURED
u229,,Fiduciary depositJP_MORGAN31.12.2030,0.00,12/31/2030,"2,289,172.47","3,632,337.00",B,CCA,BBB,3292054.3,0,,54AL01,1.27,7.881,6.30,,0.00,JP Morgan Chase Bank NA,US,Zero bonds,SENIOR UNSECURED
u229,,Fiduciary depositJP_MORGAN31.12.2031,0.00,12/31/2031,"1,930,911.44","2,963,021.00",B,CCA,AA+,2798283.39,0,,54AL01,0.76,7.665,6.11,,0.00,JP Morgan Chase Bank NA,US,Zero bonds,SENIOR UNSECURED
u229,,Fiduciary depositSOCIETE25.12.2034,0.00,12/25/2034,"8,753,684.78","13,906,429.11",B,CCA,BBB,13236267.79,0,,54AL01,0.50,9.957,5.05,,0.00,Societe Generale,FR,Zero bonds,SENIOR UNSECURED
u229,,Fiduciary depositJP_MORGAN28.12.2045,0.00,12/28/2045,"10,617,930.70","21,473,320.00",B,CCA,A+,19478292.06,0,,54AL01,0.56,17.513,4.55,,0.00,JP Morgan Chase Bank NA,US,Zero bonds,SENIOR UNSECURED
u229,,Fiduciary depositJP_MORGAN28.11.2044,0.00,11/28/2044,"9,093,512.67","14,682,909.86",B,CCA,BBB,13088765.99,0,,54AL01,0.97,12.173,4.46,,0.00,JP Morgan Chase Bank NA,US,Zero bonds,SENIOR UNSECURED
u229,,Drawable BondsBAYER_HYPO28.08.2040,0.00,8/28/2040,"9,465,609.15","13,845,564.26",B,CCA,BBB,12240295.74,0,,54AL03,1.93,6.704,6.67,,0.00,Bayerische Hypo- und Vereinsbank AG,DE,Zero bonds,SUBORDINATED
u229,,SPVABN_AMRO31.12.2030,0.00,12/31/2030,"2,029,501.44","2,675,588.62",B,CCA,AAA,2708084,0,,54AL04,-0.25,4.754,6.45,,0.00,ABN Amro Bank NV,NL,Zero bonds,SUBORDINATED
u229,ES0000012932,"ESTADO 4,20% 01/37",4.20,1/31/2037,"2,208,289.54","1,810,000.00",B,A99,BBB+,2882913.7,69581.15,N,40,0.58,12.748,2.52,1.00,159.28,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u229,ES0414970246,"CAIXAB3,625 01/21",3.63,1/18/2021,"3,946,406.53","3,950,000.00",B,DDA,AA,3956122.5,136145.49,N,40,99.88,0.047,5.43,1.00,100.16,Caja de Ahorros y Pensiones de Barcelona,ES,Fixed excl,SENIOR SECURED
u229,ES0000011868,ESTADO6%E/01-29,6.00,1/31/2029,"3,651,380.93","3,575,000.00",B,A99,BBB+,5355350,196331.97,N,40,0.42,6.702,5.66,1.00,149.80,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u229,FR0000187635,"FRANC5,75 1032",5.75,10/25/2032,"507,380.71","400,000.00",B,A99,AA,689876,4221.92,N,40,-0.21,9.585,3.01,1.00,172.47,French Republic,FR,Fixed excl,SENIOR UNSECURED
u229,DE0001135366,"DEUTSCHE 4,75% 07/40",4.75,7/4/2040,"397,394.23","350,000.00",B,A99,AAA,712236,8198.63,N,40,-0.29,14.838,3.76,1.00,203.50,Federal Republic of Germany,DE,Fixed excl,SENIOR UNSECURED
u229,IT0004286966,ITALIA5 08/39,5.00,8/1/2039,"178,015.30","185,000.00",B,A99,BBB-,307377.5,3820.65,N,40,1.16,14.043,5.39,2.00,166.15,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u229,ES00000121S7,"ESTADO4,7 07/41",4.70,7/30/2041,"3,435,332.27","2,820,000.00",B,A99,BBB+,5053722,55920.99,N,40,0.67,15.564,3.23,1.00,179.21,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u229,DE0001135176,"DBR5,50 01/31",5.50,1/4/2031,"341,456.21","290,000.00",B,A99,AAA,472787,15775.68,N,40,-0.19,8.151,3.38,1.00,163.03,Federal Republic of Germany,DE,Fixed excl,SENIOR UNSECURED
u229,FR0010371401,FRANCE4 10/38,4.00,10/25/2038,"1,100,820.86","1,000,000.00",B,A99,AA,1720450,7342.47,N,40,0.00,14.231,3.25,1.00,172.05,French Republic,FR,Fixed excl,SENIOR UNSECURED
u229,FR0011317783,"FRANCIA 2,75% 25/10/2027",2.75,10/25/2027,"298,966.92","300,000.00",B,A99,AA,369150,1514.38,N,40,-0.49,6.339,2.81,1.00,123.05,French Republic,FR,Fixed excl,SENIOR UNSECURED
u229,XS0486101024,"TITIM 5,25% 10/02/2022",5.25,2/10/2022,"302,502.49","300,000.00",B,CAH,BB+,317232,13985.66,N,40,4.22,1.062,4.45,1.00,105.74,Telecom Italia SpA,IT,Fixed excl,SENIOR UNSECURED
u229,IT0004848831,"BTPS 5,5% 01/11/2022",5.50,11/1/2022,"524,754.72","500,000.00",B,A99,BBB-,554010,4558.01,N,40,0.10,1.759,2.73,2.00,110.80,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u229,XS0975256685,"REPSOL 3,625% 07/10/2021",3.63,10/7/2021,"100,480.56","100,000.00",B,CAE,BBB,102951,844.18,N,40,0.85,0.764,2.97,1.00,102.95,Repsol International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u229,IT0004889033,"BTPS 4,75% 01/09/2028",4.75,9/1/2028,"338,305.07","300,000.00",B,A99,BBB-,400923,4763.12,N,40,0.49,6.651,2.90,2.00,133.64,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u229,IT0004695075,"BTPS 4,75% 01/09/2021",4.75,9/1/2021,"710,816.80","700,000.00",B,A99,BBB-,724500,11113.95,N,40,1.85,0.654,2.41,2.00,103.50,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u229,XS1190974011,"BP CAP 1,573 16/02/2027",1.57,2/16/2027,"1,020,642.14","1,000,000.00",B,CAE,A,1086050,13710.03,N,40,0.38,5.836,1.22,1.00,108.61,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u229,ES00000128C6,"ESTADO 2,9% 31.10.2046",2.90,10/31/2046,"1,893,063.83","1,875,000.00",B,A99,BBB+,2810062.5,9087.33,N,40,0.78,20.408,2.85,1.00,149.87,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u229,FR0013217114,"ORANGE 0,875% 03/02/2027",0.88,11/3/2026,"981,893.87","1,000,000.00",B,CAF,BBB+,1055440,7937.16,N,40,0.06,5.683,1.20,1.00,105.54,ORANGE,FR,Fixed excl,SENIOR UNSECURED
u229,XS1626600040,"DBAHN 1,50% 08/12/32",1.50,9/8/2032,"1,511,332.93","1,500,000.00",B,CAG,AA,1747920,1417.81,N,40,0.09,10.89,1.43,1.00,116.53,Deutsche Bahn Finance BV,DE,Fixed excl,SENIOR UNSECURED
u229,FR0013284270,ENGIFP 2% 28/09/37,2.00,6/28/2037,"4,054,682.18","4,000,000.00",B,CBA,BBB+,4893600,20602.74,N,40,0.61,14.504,1.90,1.00,122.34,GDF_SUEZ,FR,Fixed excl,SENIOR UNSECURED
u229,ES0413860547,"sabsm 0,625% 10/06/2024",0.63,6/10/2024,"1,003,267.09","1,000,000.00",B,CCA,AA+,1035200,3493.15,N,40,-0.29,3.405,0.53,1.00,103.52,Banco de Sabadell SA,ES,Fixed excl,SENIOR SECURED
u229,XS1654192191,"Unilever 0,875% 31/07/2025",0.88,7/31/2025,"1,008,919.78","1,000,000.00",B,CAD,A+,1048340,3667.81,N,40,-0.10,4.498,0.68,1.00,104.83,"Unilever, N.V.",GB,Fixed excl,SENIOR UNSECURED
u229,XS0933540527,"RABOBANK 2,375% 22/05/2023",2.38,5/22/2023,"1,047,737.59","1,000,000.00",B,CCA,AA-,1063780,14510.27,N,40,0.30,2.321,0.36,1.00,106.38,Rabobank Nederland NV,NL,Fixed excl,SENIOR UNSECURED
u229,XS1134729794,"NOVNVX 1,625% 09/11/2026",1.63,11/9/2026,"1,041,004.29","1,000,000.00",B,CAD,AA-,1109500,2315.07,N,40,-0.19,5.638,0.90,1.00,110.95,Novartis Finance SA,LU,Fixed excl,SENIOR UNSECURED
u229,FR0013463650,EFFP 0.125% 27/05/2025,0.13,2/27/2025,"497,294.48","500,000.00",B,CAD,A,503785,373.29,N,40,-0.04,4.148,0.26,1.00,100.76,ESSILORLUXOTTICA,FR,Fixed excl,SENIOR UNSECURED
u229,ES00000120O8,BON Y OBLI EST PRINCIPAL  0%  30/07/2040,0.00,7/30/2040,"42,096.38","100,000.00",B,A99,A-,86031,0,N,42,0.77,19.589,4.52,0.00,86.03,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u229,ES00000120T7,"STRIP ""0"" 07/37",0.00,7/30/2037,"13,948.67","30,000.00",B,A99,A-,27823.61,0,N,42,0.46,16.586,4.73,0.00,92.75,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u229,IT0004848690,ITALY BTPS HYBRID,0.00,8/1/2039,"109,598.81","300,000.00",B,A99,BBB-,246990,0,N,42,1.05,18.592,5.57,0.00,82.33,Italian Republic,IT,Zero bonds,SENIOR UNSECURED
u230,ES0000011868,ESTADO6%E/01-29,6.00,1/31/2029,"4,677,873.40","4,500,000.00",B,A99,BBB+,6741000,247131.15,N,40,0.42,6.702,5.38,1.00,149.80,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u230,XS0053792700,INT BK RECON&DEV  0%  28/10/2024,0.00,10/28/2024,"406,969.58","511,291.88",B,BD9,AAA,520618.86,0,N,42,-0.47,3.825,6.14,0.00,101.82,International Bank for Rec&Dev,US,Zero bonds,SENIOR UNSECURED
u230,ES0000012742,BON Y OBLIG ESTADO STRIP  0%  30/07/2029,0.00,7/30/2029,"483,869.47","800,000.00",B,A99,A-,805918.5,0,N,42,-0.09,8.581,6.04,0.00,100.74,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u230,ES0000012700,BON Y OBLIG ESTADO STRIP  0%  30/07/2025,0.00,7/30/2025,"540,622.67","700,000.00",B,A99,A-,714353.11,0,N,42,-0.44,4.578,5.81,0.00,102.05,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u230,ES0000011876,BON Y OBLI EST PRINCIPAL  0%  31/01/2029,0.00,1/31/2029,"437,131.75","700,000.00",B,A99,A-,707073.52,0,N,42,-0.12,8.088,6.00,0.00,101.01,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u230,ES00000122U1,"STRIP""0"" 07/25",0.00,7/30/2025,"2,009,763.65","2,600,000.00",B,A99,A-,2643810,0,N,42,-0.36,4.578,5.79,0.00,101.69,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u231,XS0162513211,"RWE 5,750% 0233",5.75,2/14/2033,"133,195.87","104,000.00",B,CBA,BBB,168118.08,5244.75,N,40,0.82,9.574,2.96,1.00,161.65,RWE AG,NL,Fixed excl,SENIOR UNSECURED
u231,ES00000121S7,"ESTADO4,7 07/41",4.70,7/30/2041,"2,619,753.38","2,779,000.00",B,A99,BBB+,4980245.9,55107.95,N,40,0.67,15.564,5.16,1.00,179.21,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u231,DE0001135325,"DBR 4,25 07/39",4.25,7/4/2039,"2,050,551.79","1,248,000.00",B,A99,AAA,2354651.52,26156.71,N,40,-0.29,14.453,0.58,1.00,188.67,Federal Republic of Germany,DE,Fixed excl,SENIOR UNSECURED
u231,FR0010891317,"EDF 4,625 26/04/30",4.63,4/26/2030,"321,599.14","250,000.00",B,BAB,A-,350777.5,7887.84,N,40,0.53,7.913,1.33,1.00,140.31,EDF SA,FR,Fixed excl,SENIOR UNSECURED
u231,XS1190974011,"BP CAP 1,573 16/02/2027",1.57,2/16/2027,"467,388.35","450,000.00",B,CAE,A,488722.5,6169.51,N,40,0.38,5.836,0.92,1.00,108.61,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u231,BE0000331406,"BGB 3,75 22/06/2045",3.75,6/22/2045,"3,646,653.95","2,367,000.00",B,A99,AA-,4345243.92,46691.51,N,40,0.29,18.61,1.19,1.00,183.58,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u231,BE0000335449,"BGB 1,0 22/06/2031",1.00,6/22/2031,"149,043.09","160,000.00",B,A99,AA-,182544,841.64,N,40,-0.27,9.988,1.72,1.00,114.09,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u231,DE000A1ZZ028,"BMW 1,0 20/04/2027",1.00,4/20/2027,"351,292.64","350,000.00",B,CAC,A,372414,2445.21,N,40,0.09,6.108,0.94,1.00,106.40,BMW US Capital LLC,DE,Fixed excl,SENIOR UNSECURED
u231,XS1023703090,"ENI SPA 3,625%  01/29",3.63,1/29/2029,"115,760.32","100,000.00",B,CAE,A-,127030,3337.77,N,40,0.61,7.111,1.54,1.00,127.03,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u231,EU000A18YZ05,"EUROPEAN UNION 1,125% 04/04/2036",1.13,4/4/2036,"204,838.13","200,000.00",B,BD9,AAA,238844,1670.55,N,40,-0.08,14.115,0.95,1.00,119.42,European Community,BE,Fixed excl,SENIOR UNSECURED
u231,XS1410582313,"AIRBUS 1,375% 13/05/2031",1.38,2/13/2031,"517,839.83","500,000.00",B,CAB,A,537825,4369.86,N,40,0.69,9.5,1.00,1.00,107.57,AIRBUS FINANCE BV,FR,Fixed excl,SENIOR UNSECURED
u231,XS1361554584,"BEI 1,125% 15/09/2036",1.13,9/15/2036,"987,515.24","1,000,000.00",B,BD9,AAA,1191620,3297.95,N,40,-0.07,14.562,1.21,1.00,119.16,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u231,XS1107247725,"BEI 1,75% 15/09/2045",1.75,9/15/2045,"1,393,875.27","1,300,000.00",B,BD9,AAA,1831050,6669.18,N,40,0.10,21.014,1.40,1.00,140.85,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u231,XS1721422068,"VODAFONE 1,875% 20/11/2029",1.88,11/20/2029,"694,886.60","700,000.00",B,CAH,BBB,798210,1474.32,N,40,0.30,8.319,1.97,1.00,114.03,Vodafone group PLC,GB,Fixed excl,SENIOR UNSECURED
u231,XS0752034206,"EIB 3,625% 14/03/2042",3.63,3/14/2042,"745,284.69","500,000.00",B,BD9,AAA,886600,14500,N,40,0.08,16.496,1.04,1.00,177.32,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u231,XS0884635524,"EIB 2,75% 15/03/2040",2.75,3/15/2040,"326,194.17","250,000.00",B,BD9,AAA,383925,5481.16,N,40,0.06,15.8,1.00,1.00,153.57,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u231,XS1388864503,"SNCF 1,5% 29/05/2037",1.50,5/29/2037,"313,465.76","300,000.00",B,BAB,AA,358992,2663.01,N,40,0.32,14.777,1.20,1.00,119.66,Societe Nationale des Chemins de Fer Fra,FR,Fixed excl,SENIOR UNSECURED
u231,XS1876076040,"SABADELL 1,625% 07/03/2024",1.63,3/7/2024,"403,020.59","400,000.00",B,CCA,BBB,416612,5324.66,N,40,0.72,3.09,1.38,1.00,104.15,Banco de Sabadell SA,ES,Fixed excl,SENIOR UNSECURED
u231,XS1945110861,"IBM 1,75% 31/01/2031",1.75,1/31/2031,"415,007.08","400,000.00",B,CAF,A,457888,6407.1,N,40,0.44,9.289,1.35,1.00,114.47,International Business Machines Corp,US,Fixed excl,SENIOR UNSECURED
u231,ES00000120T7,"STRIP ""0"" 07/37",0.00,7/30/2037,"54,158.06","134,000.00",B,A99,A-,124278.78,0,N,42,0.46,16.586,5.62,0.00,92.75,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u232,ES0000012411,"ESTADO 5,75% 07/32",5.75,7/30/2032,"10,830,727.83","6,633,000.00",B,A99,BBB+,10905646.95,160918.4,N,40,0.30,9.348,0.21,1.00,164.42,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,BE6276040431,"ANHEUSER BUSCH INBEV 1,5 18/04/2030",1.50,4/18/2030,"3,541,638.73","3,200,000.00",B,CAD,BBB+,3573312,33797.26,N,40,0.34,8.719,0.33,1.00,111.67, ANHEUSER-BUSCH INBEV SA,BE,Fixed excl,SENIOR UNSECURED
u232,ES00000128C6,"ESTADO 2,9% 31.10.2046",2.90,10/31/2046,"8,101,970.94","5,478,000.00",B,A99,BBB+,8209878.6,26549.54,N,40,0.78,20.408,0.83,1.00,149.87,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,XS1410582313,"AIRBUS 1,375% 13/05/2031",1.38,2/13/2031,"4,437,925.12","4,200,000.00",B,CAB,A,4517730,36706.85,N,40,0.69,9.5,0.79,1.00,107.57,AIRBUS FINANCE BV,FR,Fixed excl,SENIOR UNSECURED
u232,XS1361554584,"BEI 1,125% 15/09/2036",1.13,9/15/2036,"2,998,714.28","2,560,000.00",B,BD9,AAA,3050547.2,8442.74,N,40,-0.07,14.562,0.03,1.00,119.16,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u232,ES00000128Q6,SPGB 2.35% 30/07/33,2.35,7/30/2033,"3,094,359.00","2,474,000.00",B,A99,BBB+,3123622.92,24529.88,N,40,0.30,11.187,0.31,1.00,126.26,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,ES00000124H4,"SPGB 5,15% 31/10/44",5.15,10/31/2044,"2,994,879.91","1,534,000.00",B,A99,BBB+,3032257.8,13202.91,N,40,0.72,17.415,0.76,1.00,197.67,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,ES0000012B47,"SPGB 2,7% 31/10/2048",2.70,10/31/2048,"7,946,928.72","5,494,000.00",B,A99,BBB+,8072883.6,24790.73,N,40,0.82,21.981,0.88,1.00,146.94,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,ES0000012E69,"SPGB 1,85 30/07/2035",1.85,7/30/2035,"7,364,372.31","6,145,000.00",B,A99,A-,7443745.75,47964.67,N,40,0.41,13.057,0.44,1.00,121.14,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,XS1945110861,"IBM 1,75% 31/01/2031",1.75,1/31/2031,"1,143,577.68","1,000,000.00",B,CAF,A,1144720,16017.76,N,40,0.44,9.289,0.30,1.00,114.47,International Business Machines Corp,US,Fixed excl,SENIOR UNSECURED
u232,ES0305045009,"CRITERIA CAIXA SA 1,375% 10/04/2024",1.38,4/10/2024,"3,013,276.51","2,900,000.00",B,CCC,BBB,3017885,28950.34,N,40,0.43,3.197,0.18,1.00,104.07,CRITERIA CAIXA,ES,Fixed excl,SENIOR UNSECURED
u232,XS2049616894,SIEMENS FINANCIERINGSMAT 0.5% 05/09/2034,0.50,9/5/2034,"1,869,909.00","1,800,000.00",B,CAB,A+,1885356,2884.93,N,40,0.16,13.259,0.21,1.00,104.74,Siemens Financierings. NV,NL,Fixed excl,SENIOR UNSECURED
u232,XS2079716937,"AAPL 0,5% 15/11/2031",0.50,8/15/2031,"2,097,530.40","2,000,000.00",B,CAH,AA+,2095520,1260.27,N,40,0.05,10.385,0.04,1.00,104.78,APPLE INC,US,Fixed excl,SENIOR UNSECURED
u232,FR0013479276,"SOCGEN 0,75% 25/01/2027",0.75,1/25/2027,"4,031,191.63","4,000,000.00",B,CCA,BBB,4094800,28115.2,N,40,0.47,5.921,0.62,1.00,102.37,Societe Generale,FR,Fixed excl,SENIOR UNSECURED
u232,FR0013447638,"LA POSTE 1,00 17/09/2034",1.00,9/17/2034,"2,028,211.76","1,900,000.00",B,BAB,A,2039593,5465.75,N,40,0.47,12.92,0.49,1.00,107.35,LA POSTE,FR,Fixed excl,SENIOR UNSECURED
u232,XS2028816028,"SABADELL 0,875% 22/07/2025",0.88,7/22/2025,"3,008,116.97","3,000,000.00",B,CCA,BBB,3059610,11650.68,N,40,0.52,4.473,0.81,1.00,101.99,Banco de Sabadell SA,ES,Fixed excl,SENIOR UNSECURED
u232,ES0213679JR9,"BANKINTER 0,625% 06/10/2027",0.63,10/6/2027,"5,016,432.41","5,000,000.00",B,CCA,BBB-,5091500,7363.01,N,40,0.37,6.64,0.58,1.00,101.83,Bankinter SA,ES,Fixed excl,SENIOR UNSECURED
u232,XS2178586157,"CONTINENTAL 2,5% 27/08/2026",2.50,5/27/2026,"2,989,851.85","2,698,000.00",B,CAC,BBB,3006435.36,23284.11,N,40,0.51,5.106,0.47,1.00,111.43,CONTINENTAL AG,DE,Fixed excl,SENIOR UNSECURED
u232,ES0000012G42,"SPGB 1,2% 31/10/2040",1.20,10/31/2040,"3,002,456.43","2,740,000.00",B,A99,A-,3036248.8,5495.01,N,40,0.63,17.974,0.68,1.00,110.81,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,XS2066706735,"ENEL FINANCE INTL NV 1,125% 17/10/2034",1.13,7/17/2034,"1,229,054.36","1,125,000.00",B,CBA,BBB+,1220827.5,2600.6,N,40,0.49,12.692,0.42,1.00,108.52,ENEL FINANCE INTL NV,NL,Fixed excl,SENIOR UNSECURED
u232,ES00000126D8,SPGB 4% 31/10/2064,4.00,10/31/2064,"7,255,713.22","3,691,000.00",B,A99,BBB+,7199841.55,24674.08,N,40,1.21,30.318,1.17,1.00,195.06,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u232,FR0013414158,STIFFP 1% 25/05/2034,1.00,5/25/2034,"5,058,626.89","4,500,000.00",B,CAG,AA,5014350,27123.29,N,40,0.18,12.604,0.07,1.00,111.43,ILE DE FRANCE MOBILITIES,FR,Fixed excl,SENIOR UNSECURED
u232,XS1707075245,"NESTLE 1,75% 02/11/2037",1.75,8/2/2037,"2,992,872.55","2,386,000.00",B,CAD,AA-,2975699.9,6749.44,N,40,0.24,14.794,0.19,1.00,124.72,NESTLE FINANCE INTERNATIONAL,LU,Fixed excl,SENIOR UNSECURED
u232,XS2078409716,"COLGATE 0,875 12/11/2039",0.88,5/12/2039,"3,012,593.11","2,700,000.00",B,CAD,AA-,2946942,3171.58,N,40,0.37,17.131,0.23,1.00,109.15,COLGATE-PALMOLIVE CO,US,Fixed excl,SENIOR UNSECURED
u232,XS2081016763,"BPLN 1,104% 15/11/2034",1.10,11/15/2034,"4,932,666.90","4,700,000.00",B,CAE,A,4965644,6539.31,N,40,0.69,13.006,0.73,1.00,105.65,BP CAPITAL MARKETS PLC,GB,Fixed excl,SENIOR UNSECURED
u232,XS2101349723,"BBVA 0,5% 14/01/2027",0.50,1/14/2027,"4,002,001.92","4,000,000.00",B,CCA,BBB+,4077520,19234.97,N,40,0.26,5.939,0.49,1.00,101.94,Banco Bilbao Vizcaya Argentaria SA,ES,Fixed excl,SENIOR UNSECURED
u232,XS2177580508,"E.ON 0,875 20/08/2031",0.88,5/20/2031,"4,382,529.24","4,100,000.00",B,CBA,BBB,4380604,13072.26,N,40,0.24,9.97,0.20,1.00,106.84,E.ON International Finance BV,DE,Fixed excl,SENIOR UNSECURED
u232,XS2176785447,ENIIM 2% 18/05//2031,2.00,5/18/2031,"4,426,701.74","3,800,000.00",B,CAE,A-,4434068,47265.75,N,40,0.47,9.49,0.38,1.00,116.69,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u232,FR0013367638,"VINCI  1,75% 26/09/2030",1.75,6/26/2030,"3,474,668.43","3,000,000.00",B,CAB,A-,3478890,13808.22,N,40,0.11,8.856,0.08,1.00,115.96,VINCI SA,FR,Fixed excl,SENIOR UNSECURED
u232,XS1960678255,"MEDTRONIC 1,125% 07/03/2027",1.13,12/7/2026,"3,944,318.92","3,700,000.00",B,CAD,A-,3950194,34098.29,N,40,0.14,5.733,0.01,1.00,106.76,MEDTRONIC GLOBAL HOLDINGS SC,LU,Fixed excl,SENIOR UNSECURED
u232,XS2051494495,"BRITEL 1,125% 12/09/2029",1.13,6/12/2029,"4,705,566.80","4,500,000.00",B,CAH,BBB,4718385,15256.85,N,40,0.58,8.106,0.57,1.00,104.85,British Telecommunications PLC,GB,Fixed excl,SENIOR UNSECURED
u232,XS2066706909,"ENEL FINANCE INTL NV 0,375% 17/06/2027",0.38,3/17/2027,"2,652,705.07","2,600,000.00",B,CBA,BBB+,2648204,5262.33,N,40,0.11,6.138,0.05,1.00,101.85,ENEL FINANCE INTL NV,NL,Fixed excl,SENIOR UNSECURED
u232,XS2177013765,"RECKITT BENCKISER  0,75% 19/05/2030",0.75,2/19/2030,"3,184,943.79","3,000,000.00",B,CAD,A-,3175290,13931.51,N,40,0.16,8.844,0.07,1.00,105.84,RECKITT BENCKISER TREASURY S,NL,Fixed excl,SENIOR UNSECURED
u232,XS2235987224,"MONDELEZ 0,375% 22/09/2029",0.38,6/22/2029,"1,511,216.00","1,500,000.00",B,CAD,BBB,1520655,1541.1,N,40,0.22,8.355,0.29,1.00,101.38,Mondelez International,US,Fixed excl,SENIOR UNSECURED
u232,FR0013450822,"CREDIT MUTUEL ARKEA 0,375% 03/10/2028",0.38,10/3/2028,"3,058,646.98","3,000,000.00",B,CCA,A,3059160,2743.15,N,40,0.13,7.658,0.12,1.00,101.97,CREDIT MUTUEL ARKEA SA,FR,Fixed excl,SENIOR UNSECURED
u232,XS2191509038,"CARLB 0,375% 30/06/27",0.38,3/30/2027,"4,348,792.97","4,300,000.00",B,CAD,BBB,4361447,8128.77,N,40,0.18,6.174,0.19,1.00,101.43,Carlsberg A/S,DK,Fixed excl,SENIOR UNSECURED
u232,FR0013456449,"PERNOD RICARD 0,875% 24/10/2031",0.88,7/24/2031,"1,051,424.08","1,000,000.00",B,CAD,BBB+,1065650,1630.14,N,40,0.26,10.148,0.38,1.00,106.57,PERNOD RICARD SA,FR,Fixed excl,SENIOR UNSECURED
u232,XS2051655095,"COCA COLA 0,7% 12/09/2031",0.70,6/12/2031,"1,002,762.57","1,000,000.00",B,CAD,BBB+,1010090,2109.59,N,40,0.62,10.111,0.67,1.00,101.01,COCA COLA CO,US,Fixed excl,SENIOR UNSECURED
u232,XS2090807293,ITALGAS 1% 11/12/2031,1.00,12/11/2031,"3,387,739.45","3,150,000.00",B,CBB,BBB,3411859.5,1726.03,N,40,0.23,10.456,0.30,1.00,108.31,ITALGAS SPA,IT,Fixed excl,SENIOR UNSECURED
u301,ES0000011868,ESTADO6%E/01-29,6.00,1/31/2029,"3,742,298.58","3,600,000.00",B,A99,BBB+,5392800,197704.92,N,40,0.42,6.702,5.38,1.00,149.80,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
